name,item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Farigiraf,2,0,2,252,244,252,4,4,108,31,0,31,31,31,0,Psychic Noise,Foul Play,Trick Room,Helping Hand
Annihilape,2,2,5,220,36,4,4,20,252,31,0,31,31,31,0,Close Combat,Rage Fist,Final Gambit,Coaching
Calyrex-Ice,0,2,1,244,4,68,252,180,12,31,0,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,2,1,5,108,236,28,212,4,156,31,0,31,31,31,0,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Incineroar,3,2,2,244,4,236,244,12,12,31,0,31,31,31,0,Knock Off,Will-O-Wisp,Parting Shot,Fake Out
Urshifu,3,3,1,132,236,12,252,76,52,31,0,31,31,31,23,Wicked Blow,Close Combat,Sucker Punch,Detect
Rillaboom,3,1,1,252,4,196,4,28,28,31,0,31,31,31,0,Grassy Glide,Wood Hammer,Fake Out,U-turn
Koraidon,3,1,5,220,100,4,4,52,132,31,0,31,31,31,0,Protect,Flare Blitz,Collision Course,Flame Charge
Calyrex-Shadow,2,2,5,108,4,4,140,4,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Weezing-Galar,3,5,2,252,4,12,212,156,84,31,0,31,31,31,0,Protect,Poison Gas,Play Rough,Taunt
Chien-Pao,3,2,1,4,244,4,244,4,252,31,0,31,4,31,0,Icicle Crash,Sucker Punch,Ruination,Protect
Walking Wake,3,2,5,100,236,4,148,4,252,31,0,31,31,31,23,Hydro Steam,Draco Meteor,Snarl,Aqua Jet
Brute Bonnet,3,2,2,252,4,220,4,4,28,31,0,31,31,31,0,Sucker Punch,Spore,Rage Powder,Seed Bomb
Zamazenta-Crowned,2,2,2,4,4,244,4,4,252,31,0,31,31,31,0,Protect,Heavy Slam,Body Press,Wide Guard
Chien-Pao,3,2,5,108,252,4,140,4,252,31,0,31,31,31,31,Protect,Icicle Crash,Sucker Punch,Ruination
Calyrex-Shadow,2,2,5,4,4,4,244,4,252,31,0,31,31,31,0,Astral Barrage,Protect,Psychic,Pollen Puff
Raging Bolt,2,2,3,68,244,108,252,4,76,31,20,31,4,31,0,Protect,Dragon Pulse,Thunderclap,Thunderbolt
Rillaboom,3,1,1,148,116,4,148,220,20,31,0,31,31,31,23,Fake Out,U-turn,Wood Hammer,Grassy Glide
Ogerpon-Hearthflame,2,3,2,220,20,252,4,4,12,31,0,31,31,31,0,Ivy Cudgel,Follow Me,Spiky Shield,Grassy Glide
Miraidon,2,1,3,164,4,36,156,44,108,31,0,31,31,31,0,Electro Drift,Dazzling Gleam,Draco Meteor,Volt Switch
Calyrex-Ice,3,2,1,236,132,4,140,132,4,31,0,31,31,31,31,Glacial Lance,High Horsepower,Trick Room,Protect
Iron Hands,3,2,1,84,180,20,244,220,252,31,0,31,31,31,0,Fake Out,Low Kick,Wild Charge,Brick Break
Farigiraf,2,0,2,228,244,164,4,108,4,31,0,31,4,31,0,Psychic Noise,Foul Play,Helping Hand,Trick Room
Landorus,2,2,3,236,116,4,196,12,60,31,0,31,31,31,23,Protect,Sludge Bomb,Sandsear Storm,Earth Power
Whimsicott,3,3,5,196,20,4,12,228,68,31,0,31,31,31,0,Moonblast,Light Screen,Tailwind,Encore
Miraidon,2,1,3,132,4,4,116,4,252,31,0,31,31,31,0,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Calyrex-Ice,3,2,1,212,252,4,140,4,36,31,0,31,31,31,31,Protect,Glacial Lance,Trick Room,High Horsepower
Iron Hands,3,2,1,84,156,12,4,252,252,31,0,31,31,31,0,Drain Punch,Wild Charge,Fake Out,Low Kick
Farigiraf,2,0,4,236,244,172,4,100,4,31,0,31,4,31,0,Psychic,Roar,Trick Room,Helping Hand
Chi-Yu,2,2,3,236,116,4,252,4,252,31,0,31,31,31,23,Heat Wave,Dark Pulse,Snarl,Flamethrower
Ogerpon-Cornerstone,2,4,1,204,76,4,12,4,220,31,0,31,20,31,0,Spiky Shield,Ivy Cudgel,Follow Me,Taunt
Iron Jugulis,2,2,5,236,4,36,28,4,204,31,0,31,31,31,0,Snarl,Hurricane,Tailwind,Protect
Kyogre,2,1,3,92,252,4,156,4,252,31,0,31,31,31,31,Water Spout,Hydro Pump,Thunder,Protect
Zamazenta-Crowned,2,2,5,100,156,156,4,252,252,31,0,31,31,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Urshifu-Rapid-Strike,2,3,1,236,252,172,4,4,252,31,0,31,4,31,0,Surging Strikes,Close Combat,Rain Dance,U-turn
Amoonguss,3,8,4,236,116,116,252,156,252,31,0,31,31,31,0,Spore,Pollen Puff,Rage Powder,Protect
Chien-Pao,3,2,5,204,252,4,12,4,252,31,0,31,20,31,0,Ice Spinner,Ruination,Sucker Punch,Protect
Koraidon,3,1,1,28,252,4,28,4,220,31,0,31,31,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Scovillain,3,2,5,4,252,4,252,4,252,31,0,31,31,31,31,Overheat,Rage Powder,Spicy Extract,Protect
Miraidon,2,1,3,100,156,4,252,252,252,31,0,31,31,31,0,Volt Switch,Snarl,Draco Meteor,Electro Drift
Chesnaught,2,0,2,228,252,220,4,4,60,31,0,31,4,31,0,Leech Seed,Wide Guard,Body Press,Spiky Shield
Clefairy,3,6,2,252,116,252,252,4,252,31,0,31,31,31,0,Follow Me,After You,Protect,Life Dew
Indeedee-F,3,1,2,252,252,196,4,52,4,31,0,31,20,31,0,Helping Hand,Psychic,Follow Me,Protect
Gouging Fire,3,2,5,84,164,4,28,4,252,31,0,31,31,31,0,Burning Bulwark,Breaking Swipe,Flare Blitz,Snarl
Raging Bolt,3,2,3,196,252,60,196,52,4,31,20,31,31,31,31,Thunderbolt,Draco Meteor,Thunderclap,Protect
Groudon,3,1,1,244,180,12,252,44,28,31,0,31,31,31,0,Precipice Blades,High Horsepower,Heat Crash,Rock Slide
Lilligant-Hisui,3,2,1,4,252,4,4,4,244,31,0,31,4,31,0,Close Combat,Coaching,Sleep Powder,Protect
Lunala,2,4,3,92,116,44,196,100,76,31,0,31,31,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Grimmsnarl,2,3,4,220,4,140,4,116,28,31,0,31,20,31,0,Spirit Break,Foul Play,Reflect,Light Screen
Bastiodon,2,4,4,196,164,76,28,236,252,31,26,31,4,31,0,Wide Guard,Body Press,Fissure,Foul Play
Miraidon,2,1,3,108,252,84,196,12,108,31,20,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Calyrex-Shadow,2,2,5,244,180,4,252,44,252,31,0,31,31,31,0,Psychic,Astral Barrage,Protect,Pollen Puff
Urshifu-Rapid-Strike,2,3,1,4,252,4,4,4,252,31,0,31,4,31,0,Surging Strikes,Close Combat,Taunt,Detect
Incineroar,3,2,5,172,4,4,196,124,204,31,0,31,31,31,0,Fake Out,Knock Off,Parting Shot,Taunt
Whimsicott,3,3,5,252,4,44,4,172,36,31,6,31,20,31,0,Fake Tears,Tailwind,Moonblast,Encore
Incineroar,3,2,2,252,164,156,28,100,252,31,26,31,16,31,0,Fake Out,Flare Blitz,Knock Off,Parting Shot
Ogerpon-Wellspring,2,0,1,252,12,52,196,108,84,31,20,31,31,31,31,Spiky Shield,Ivy Cudgel,Follow Me,Horn Leech
Zacian-Crowned,2,2,5,180,156,4,252,4,164,31,0,31,31,31,0,Protect,Behemoth Blade,Play Rough,Swords Dance
Calyrex-Shadow,3,2,5,140,252,4,100,12,252,31,0,31,4,31,0,Protect,Nasty Plot,Astral Barrage,Psychic
Clefairy,3,6,2,252,4,252,196,4,204,31,0,31,31,31,0,Protect,Follow Me,Helping Hand,After You
Regieleki,3,2,3,4,4,4,244,4,252,31,0,31,20,31,0,Protect,Thunderbolt,Volt Switch,Electroweb
Volcarona,0,4,5,252,164,100,20,4,132,31,26,31,16,31,0,Flamethrower,Struggle Bug,Quiver Dance,Protect
Iron Hands,3,2,1,76,156,12,196,140,124,31,20,31,31,31,31,Wild Charge,Drain Punch,Low Kick,Fake Out
Grimmsnarl,2,3,4,228,4,132,252,116,28,31,0,31,31,31,0,Reflect,Light Screen,Thunder Wave,Spirit Break
Zamazenta-Crowned,2,2,2,236,4,244,100,4,20,31,0,31,4,31,0,Heavy Slam,Body Press,Protect,Wide Guard
Chien-Pao,3,2,1,252,252,4,196,4,252,31,0,31,31,31,0,Icicle Crash,Sucker Punch,Crunch,Protect
Miraidon,2,1,5,4,4,4,252,4,252,31,0,31,20,31,0,Dazzling Gleam,Volt Switch,Draco Meteor,Electro Drift
Koraidon,2,1,5,4,252,100,20,4,252,31,26,31,16,31,0,Flare Blitz,Close Combat,Flame Charge,Protect
Incineroar,3,2,4,236,4,36,196,156,76,31,20,31,31,31,31,Taunt,Knock Off,Fake Out,Parting Shot
Volcarona,2,4,3,132,4,100,36,4,236,31,0,31,31,31,0,Quiver Dance,Fiery Dance,Giga Drain,Protect
Flutter Mane,3,2,5,236,4,4,252,4,252,31,0,31,4,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Lunala,0,4,3,220,252,84,100,4,100,31,0,31,31,31,0,Moongeist Beam,Moonblast,Calm Mind,Protect
Rillaboom,3,1,1,196,60,4,252,92,156,31,0,31,20,31,0,Fake Out,Wood Hammer,U-turn,Grassy Glide
Calyrex-Shadow,2,2,5,28,252,4,220,4,252,31,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Weezing-Galar,3,5,2,252,4,12,196,172,68,31,20,31,31,31,31,Protect,Poison Gas,Play Rough,Taunt
Koraidon,3,1,1,252,124,4,36,52,76,31,0,31,31,31,0,Flame Charge,Flare Blitz,Collision Course,Protect
Brute Bonnet,3,2,2,252,4,132,252,4,108,31,0,31,4,31,0,Seed Bomb,Spore,Rage Powder,Sucker Punch
Chi-Yu,2,2,5,20,252,4,244,4,236,31,0,31,31,31,0,Heat Wave,Ruination,Snarl,Flamethrower
Walking Wake,3,2,5,84,60,4,164,4,252,31,0,31,20,31,0,Hydro Steam,Draco Meteor,Snarl,Aqua Jet
Calyrex-Shadow,2,2,5,12,252,84,156,4,252,31,0,31,16,31,0,Astral Barrage,Psychic,Substitute,Protect
Zamazenta-Crowned,2,2,2,236,4,244,196,4,20,31,20,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,3,2,5,4,156,92,36,4,252,31,0,31,31,31,0,Ice Spinner,Ruination,Sucker Punch,Protect
Ogerpon-Hearthflame,2,3,1,244,12,36,252,4,212,31,0,31,4,31,0,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Whimsicott,3,3,4,252,252,28,4,196,28,31,0,31,31,31,0,Moonblast,Tailwind,Fake Tears,Encore
Raging Bolt,2,2,3,244,60,4,180,20,60,31,20,31,20,31,0,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Koraidon,2,1,5,12,252,84,156,4,252,31,0,31,16,31,0,Flare Blitz,Close Combat,Flame Charge,Protect
Terapagos,0,3,2,172,4,236,76,12,12,31,15,31,31,31,31,Tera Starstorm,Earth Power,Calm Mind,Protect
Flutter Mane,3,2,5,4,156,92,252,4,252,31,0,31,31,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Rillaboom,3,1,1,252,60,4,252,172,20,31,0,31,4,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Incineroar,3,2,2,244,252,236,4,196,28,31,0,31,31,31,0,Knock Off,Fake Out,Taunt,U-turn
Volcarona,3,4,2,252,60,212,4,4,36,31,0,31,20,31,0,Morning Sun,Overheat,Struggle Bug,Rage Powder
Calyrex-Shadow,2,2,5,172,252,4,180,12,140,31,0,31,16,31,0,Astral Barrage,Psychic,Nasty Plot,Protect
Zamazenta-Crowned,2,2,2,204,4,180,76,28,92,31,15,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Raging Bolt,2,2,3,196,156,4,252,36,20,31,20,31,31,31,0,Thunderbolt,Draco Meteor,Thunderclap,Protect
Rillaboom,3,1,1,252,36,76,252,124,20,31,0,31,4,31,0,Wood Hammer,U-turn,Grassy Glide,Fake Out
Tornadus,2,3,3,244,252,116,44,92,12,31,0,31,31,31,0,Bleakwind Storm,Taunt,Tailwind,Protect
Smeargle,3,2,5,12,60,244,4,4,252,31,0,31,20,31,0,Spore,Decorate,Follow Me,Fake Out
Miraidon,2,1,3,172,252,4,180,12,140,31,0,31,16,31,0,Dazzling Gleam,Electro Drift,Draco Meteor,Volt Switch
Lunala,2,4,3,204,4,180,76,28,92,31,15,31,31,31,31,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Incineroar,3,2,1,196,156,4,252,36,20,31,20,31,31,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
Ursaluna,2,2,1,252,36,76,252,124,20,31,0,31,4,31,0,Facade,Headlong Rush,Earthquake,Protect
Urshifu-Rapid-Strike,2,3,1,244,252,116,44,92,12,31,0,31,31,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Whimsicott,3,3,4,12,60,244,4,4,252,31,0,31,20,31,0,Moonblast,Encore,Light Screen,Tailwind
Calyrex-Ice,3,2,1,228,116,4,180,12,164,31,0,31,16,31,0,Glacial Lance,High Horsepower,Crunch,Seed Bomb
Kyogre,2,1,5,204,4,4,252,28,252,31,0,31,31,31,31,Water Spout,Origin Pulse,Hydro Pump,Thunder
Smeargle,3,2,5,252,4,4,252,36,252,31,20,31,31,31,0,Follow Me,Spore,Fake Out,Decorate
Farigiraf,3,0,2,228,36,156,252,124,20,31,0,31,4,31,0,Foul Play,Trick Room,Helping Hand,Imprison
Maushold,2,2,5,4,252,116,44,92,252,31,0,31,31,31,0,Population Bomb,Bite,Follow Me,Protect
Volcarona,3,4,2,252,60,252,4,4,4,31,0,31,20,31,0,Flamethrower,Rage Powder,Tailwind,Protect
Zacian-Crowned,2,2,5,204,100,20,180,4,180,31,0,31,16,31,0,Behemoth Blade,Play Rough,Sacred Sword,Protect
Calyrex-Shadow,3,2,5,4,4,4,252,28,252,31,0,31,31,31,31,Astral Barrage,Disable,Encore,Protect
Tornadus,3,3,5,228,4,164,4,44,68,31,0,31,31,31,0,Bleakwind Storm,Rain Dance,Tailwind,Protect
Landorus,2,2,3,244,36,20,116,68,60,31,0,31,4,31,0,Earth Power,Sludge Bomb,Substitute,Protect
Urshifu-Rapid-Strike,2,3,1,44,140,4,44,116,204,31,0,31,31,31,0,Surging Strikes,Aqua Jet,Taunt,Detect
Incineroar,3,2,1,244,36,124,4,76,28,31,0,31,20,31,0,Flare Blitz,Knock Off,Fake Out,U-turn
Kyogre,2,1,3,204,100,20,180,4,180,31,0,31,16,31,0,Water Spout,Origin Pulse,Hydro Pump,Blizzard
Calyrex-Shadow,0,2,5,4,4,4,252,28,252,31,0,31,31,31,31,Astral Barrage,Expanding Force,Tera Blast,Protect
Indeedee-F,3,1,2,228,4,164,4,44,68,31,0,31,31,31,0,Alluring Voice,Follow Me,Helping Hand,Trick Room
Urshifu-Rapid-Strike,3,3,1,244,36,20,116,68,60,31,0,31,4,31,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Grimmsnarl,3,3,4,44,140,4,44,116,204,31,0,31,31,31,0,Foul Play,Fake Out,Fake Tears,Thunder Wave
Bruxish,2,0,5,244,36,124,4,76,28,31,0,31,20,31,0,Surf,Super Fang,Icy Wind,Flip Turn
Miraidon,3,1,3,204,100,20,180,4,180,31,0,31,16,31,0,Electro Drift,Draco Meteor,Parabolic Charge,Snarl
Groudon,3,1,1,4,4,4,252,28,252,31,0,31,31,31,31,Precipice Blades,Heat Crash,Will-O-Wisp,Protect
Chien-Pao,3,2,1,228,4,164,4,44,68,31,0,31,31,31,0,Icicle Crash,Sucker Punch,Ice Shard,Protect
Incineroar,3,2,1,244,36,20,116,68,60,31,0,31,4,31,0,Flare Blitz,Parting Shot,Roar,Fake Out
Volcarona,2,4,5,44,140,4,44,116,204,31,0,31,31,31,0,Fiery Dance,Giga Drain,Quiver Dance,Protect
Grimmsnarl,2,3,2,244,36,124,4,76,28,31,0,31,20,31,0,Spirit Break,Reflect,Light Screen,Fake Out
Terapagos,2,3,3,204,100,20,180,4,180,31,0,31,16,31,0,Tera Starstorm,Meteor Beam,Earth Power,Protect
Calyrex-Shadow,3,2,5,4,4,4,252,28,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Grimmsnarl,3,3,2,228,4,164,4,44,68,31,0,31,31,31,0,Fake Out,Spirit Break,Fake Tears,Thunder Wave
Volcarona,3,4,2,244,36,20,116,68,60,31,0,31,4,31,0,Flamethrower,Will-O-Wisp,Rage Powder,Protect
Iron Hands,3,2,1,44,140,4,44,116,204,31,0,31,31,31,0,Fake Out,Low Kick,Brick Break,Heavy Slam
Amoonguss,1,8,4,244,36,124,4,76,28,31,0,31,20,31,0,Pollen Puff,Rage Powder,Spore,Protect
Kyogre,2,1,3,252,100,4,252,4,180,31,0,31,16,31,8,Water Spout,Origin Pulse,Thunder,Protect
Flutter Mane,3,2,5,4,4,4,252,28,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Icy Wind,Trick Room
Urshifu-Rapid-Strike,2,3,1,228,236,164,4,20,252,31,0,31,31,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Landorus,2,2,3,12,36,4,212,36,244,31,0,31,4,31,0,Sandsear Storm,Earth Power,Sludge Bomb,Protect
Smeargle,3,2,5,28,140,4,44,236,244,31,0,31,31,31,0,Fake Out,Follow Me,Spore,Wide Guard
Calyrex-Ice,3,2,1,252,252,124,4,4,28,31,0,31,20,31,0,Glacial Lance,Seed Bomb,Imprison,Trick Room
Miraidon,2,1,3,252,100,4,252,4,180,31,0,31,16,31,8,Electro Drift,Draco Meteor,Volt Switch,Discharge
Groudon,3,1,1,252,156,4,252,36,60,31,0,31,31,31,31,Precipice Blades,Heat Crash,Swords Dance,Protect
Grimmsnarl,2,3,4,252,4,108,4,124,20,31,0,31,31,31,0,Spirit Break,Fake Out,Reflect,Light Screen
Volcarona,0,4,5,252,36,212,212,36,44,31,0,31,4,31,0,Fiery Dance,Giga Drain,Quiver Dance,Protect
Incineroar,3,2,5,252,140,4,44,4,252,31,0,31,31,31,0,Knock Off,Snarl,Fake Out,U-turn
Whimsicott,3,3,5,252,252,124,252,4,252,0,0,31,20,31,0,Moonblast,Tailwind,Endeavor,Encore
Miraidon,2,1,3,132,100,4,244,4,124,31,0,31,16,31,8,Electro Drift,Volt Switch,Draco Meteor,Snarl
Chien-Pao,3,2,1,252,252,4,252,36,252,31,0,31,31,31,31,Icicle Crash,Throat Chop,Sucker Punch,Protect
Zamazenta-Crowned,2,2,2,236,4,204,4,20,44,31,0,31,31,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Cresselia,2,0,4,228,36,76,116,76,12,31,0,31,4,31,0,Moonblast,Lunar Blessing,Trick Room,Helping Hand
Ursaluna,2,2,1,140,244,4,44,124,252,31,0,31,31,31,0,Headlong Rush,Earthquake,Facade,Protect
Volcarona,0,4,5,252,252,116,4,4,132,0,0,31,20,31,0,Quiver Dance,Struggle Bug,Flamethrower,Protect
Miraidon,2,1,5,100,100,20,244,4,140,31,0,31,16,31,8,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Calyrex-Ice,0,2,1,252,36,20,252,196,4,31,0,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Incineroar,3,2,2,252,4,164,4,92,44,31,0,31,31,31,22,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Rillaboom,3,1,1,252,36,140,116,20,60,31,0,31,4,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Urshifu-Rapid-Strike,2,3,1,140,196,4,44,108,60,31,0,31,31,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Annihilape,3,2,5,172,84,116,4,4,252,0,0,31,20,31,0,Close Combat,Final Gambit,Coaching,Protect
Miraidon,3,1,3,44,100,20,252,4,212,31,0,31,16,31,8,Electro Drift,Draco Meteor,Overheat,Snarl
Groudon,3,1,1,252,36,4,252,108,108,31,0,31,31,31,31,Precipice Blades,Heat Crash,High Horsepower,Protect
Whimsicott,3,3,5,252,4,4,4,252,252,0,0,31,31,31,22,Endeavor,Light Screen,Tailwind,Encore
Volcarona,3,4,2,252,36,204,4,4,44,31,0,31,4,31,0,Fiery Dance,Quiver Dance,Giga Drain,Rage Powder
Incineroar,1,2,4,252,4,76,44,140,36,31,0,31,31,31,0,Knock Off,Taunt,Fake Out,Parting Shot
Chien-Pao,2,2,1,4,252,116,4,4,252,0,0,31,20,31,0,Icicle Crash,Sucker Punch,Ice Shard,Protect
Miraidon,3,1,3,44,100,20,252,4,212,31,0,31,16,31,8,Electro Drift,Draco Meteor,Snarl,Volt Switch
Zamazenta-Crowned,2,2,1,252,36,4,252,108,108,31,0,31,31,31,31,Body Press,Heavy Slam,Iron Defense,Protect
Gouging Fire,2,2,5,252,4,4,4,252,252,0,0,31,31,31,22,Breaking Swipe,Burning Bulwark,Leer,Flare Blitz
Rillaboom,2,1,2,252,36,204,4,4,44,31,0,31,4,31,0,Grassy Glide,Drum Beating,Fake Out,U-turn
Kingambit,2,2,4,252,4,76,44,140,36,31,0,31,31,31,0,Protect,Kowtow Cleave,Sucker Punch,Iron Head
Ting-Lu,2,2,1,4,252,116,4,4,252,0,0,31,20,31,0,Ruination,Body Press,Whirlwind,Stealth Rock
Ogerpon-Wellspring,2,0,3,44,100,20,252,4,212,31,0,31,16,31,8,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Zamazenta-Crowned,2,2,1,252,36,4,252,108,108,31,0,31,31,31,31,Heavy Slam,Body Press,Wide Guard,Protect
Calyrex-Shadow,2,2,5,252,4,4,4,252,252,0,0,31,31,31,22,Astral Barrage,Psychic,Nasty Plot,Protect
Flutter Mane,3,2,2,252,36,204,4,4,44,31,0,31,4,31,0,Moonblast,Icy Wind,Taunt,Protect
Indeedee-F,3,1,4,252,4,76,44,140,36,31,0,31,31,31,0,Alluring Voice,Helping Hand,Follow Me,Baton Pass
Chi-Yu,2,2,1,4,252,116,4,4,252,0,0,31,20,31,0,Heat Wave,Overheat,Dark Pulse,Ruination
Calyrex-Shadow,3,2,3,44,100,20,252,4,212,31,0,31,16,31,8,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,2,2,1,252,36,4,252,108,108,31,0,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Amoonguss,3,8,5,252,4,4,4,252,252,0,0,31,31,31,22,Pollen Puff,Spore,Rage Powder,Protect
Ting-Lu,3,2,2,252,36,204,4,4,44,31,0,31,4,31,0,Ruination,Sand Tomb,Taunt,Protect
Dondozo,0,3,4,252,4,76,44,140,36,31,0,31,31,31,0,Wave Crash,Bulldoze,Yawn,Protect
Glimmora,3,4,1,4,252,116,4,4,252,0,0,31,20,31,0,Power Gem,Energy Ball,Earth Power,Mortal Spin
Calyrex-Ice,0,2,3,44,100,20,252,4,212,31,0,31,16,31,8,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,2,1,1,252,36,4,252,108,108,31,0,31,31,31,31,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Landorus,2,2,5,252,4,4,4,252,252,0,0,31,31,31,22,Earth Power,Sludge Bomb,Sandsear Storm,Protect
Urshifu-Rapid-Strike,2,3,2,252,36,204,4,4,44,31,0,31,4,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Incineroar,3,2,4,252,4,76,44,140,36,31,0,31,31,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
Amoonguss,3,8,1,4,252,116,4,4,252,0,0,31,20,31,0,Pollen Puff,Spore,Rage Powder,Protect
Miraidon,2,1,3,44,100,20,252,4,212,31,0,31,16,31,8,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Zamazenta-Crowned,2,2,1,252,36,4,252,108,108,31,0,31,31,31,31,Body Press,Heavy Slam,Imprison,Protect
Chien-Pao,3,2,5,252,4,4,4,252,252,0,0,31,31,31,22,Crunch,Icy Wind,Taunt,Ruination
Grimmsnarl,2,3,2,252,36,204,4,4,44,31,0,31,4,31,0,Sucker Punch,Trick,Thunder Wave,Fake Out
Sneasler,2,2,4,252,4,76,44,140,36,31,0,31,31,31,0,Close Combat,Dire Claw,Fake Out,Quick Guard
Landorus-Therian,3,2,1,4,252,116,4,4,252,0,0,31,20,31,0,Stomping Tantrum,Rock Tomb,Crunch,U-turn
Smeargle,3,2,3,44,100,20,252,4,212,31,0,31,16,31,8,Fake Out,Decorate,Follow Me,Wide Guard
Incineroar,3,2,1,252,36,4,252,108,108,31,0,31,31,31,31,Fake Out,Flare Blitz,Knock Off,U-turn
Calyrex-Ice,3,2,5,252,4,4,4,252,252,0,0,31,31,31,22,Glacial Lance,High Horsepower,Protect,Trick Room
Iron Jugulis,2,2,2,252,36,204,4,4,44,31,0,31,4,31,0,Air Slash,Snarl,Tailwind,Protect
Miraidon,2,1,4,252,4,76,44,140,36,31,0,31,31,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Protect
Urshifu-Rapid-Strike,2,3,1,4,252,116,4,4,252,0,0,31,20,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Koraidon,2,1,1,4,252,20,252,4,252,31,0,31,16,31,8,Flare Blitz,Collision Course,Scale Shot,Protect
Calyrex-Shadow,2,2,5,252,36,4,252,108,252,31,0,31,31,31,31,Astral Barrage,Psychic,Nasty Plot,Protect
Smeargle,3,2,5,12,4,244,4,252,252,0,0,31,31,31,22,Spore,Wide Guard,Follow Me,Fake Out
Rillaboom,3,1,1,204,36,4,4,252,12,31,0,31,4,31,0,Wood Hammer,U-turn,Grassy Glide,Fake Out
Ogerpon-Cornerstone,2,4,1,68,220,4,44,4,212,31,0,31,31,31,0,Ivy Cudgel,Knock Off,Follow Me,Spiky Shield
Tornadus,3,3,5,252,252,116,4,164,92,0,0,31,20,31,0,Bleakwind Storm,Sunny Day,Tailwind,Taunt
Grimmsnarl,2,3,1,4,252,20,252,4,252,31,0,31,16,31,8,Spirit Break,Sucker Punch,Reflect,Light Screen
Incineroar,1,2,5,252,36,4,252,108,252,31,0,31,31,31,31,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Calyrex-Shadow,3,2,5,12,4,244,4,252,252,0,0,31,31,31,22,Astral Barrage,Draining Kiss,Calm Mind,Protect
Koraidon,2,1,1,204,36,4,4,252,12,31,0,31,4,31,0,Close Combat,Breaking Swipe,Flare Blitz,U-turn
Ogerpon-Hearthflame,2,3,1,68,220,4,44,4,212,31,0,31,31,31,0,Ivy Cudgel,Encore,Follow Me,Spiky Shield
Raging Bolt,3,2,5,252,252,116,4,164,92,0,20,31,20,31,0,Thunderbolt,Dragon Pulse,Thunderclap,Electroweb
Miraidon,2,1,5,4,252,20,252,4,252,31,0,31,16,31,8,Electro Drift,Draco Meteor,Dazzling Gleam,Protect
Flutter Mane,3,2,5,4,36,4,252,108,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Protect,Icy Wind
Groudon,3,1,1,116,252,4,4,12,124,0,0,31,31,31,22,Precipice Blades,Heat Crash,Protect,Helping Hand
Urshifu,2,3,1,4,252,4,4,252,252,31,0,31,4,31,0,Wicked Blow,Close Combat,Sucker Punch,Iron Head
Walking Wake,3,2,5,4,220,4,252,4,252,31,0,31,31,31,0,Hydro Steam,Flamethrower,Draco Meteor,Protect
Incineroar,3,2,1,244,36,124,4,76,28,0,20,31,20,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
