At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 707 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 709 Name: Exeggutor, Ability Category: 2, Ability Name: Chlorophyll 
At index: 711 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 712 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 715 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 716 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 717 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 718 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 719 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 722 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 724 Name: Gouging Fire, Ability Category: 2, Ability Name: Protosynthesis 
At index: 726 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 727 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 731 Name: Ogerpon, Ability Category: 2, Ability Name: Defiant 
At index: 733 Name: Kilowattrel, Ability Category: 2, Ability Name: Competitive 
At index: 737 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 740 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 741 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 745 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 748 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 752 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 754 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 758 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 759 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 760 Name: Ludicolo, Ability Category: 2, Ability Name: Swift Swim 
At index: 761 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 762 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 764 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 765 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 766 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 768 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 770 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 771 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 774 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 775 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 776 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 777 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 778 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 780 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 782 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 783 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 786 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 788 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 789 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 790 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 792 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 793 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 794 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 796 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 797 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 801 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 803 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 809 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 811 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 812 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 813 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 814 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 815 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 817 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 820 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 821 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 822 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 825 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 827 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 829 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 831 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 835 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 836 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 839 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 840 Name: Cinccino, Ability Category: 2, Ability Name: Technician 
At index: 842 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 845 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 846 Name: Iron Moth, Ability Category: 2, Ability Name: Quark Drive 
At index: 848 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 849 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 853 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 854 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 860 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 869 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 874 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 875 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 876 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 879 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 881 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 885 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 887 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 889 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 891 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 892 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 893 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 896 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 897 Name: Archaludon, Ability Category: 2, Ability Name: Stamina 
At index: 899 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 901 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 902 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 908 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 909 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 912 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 915 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 916 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 918 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 920 Name: Excadrill, Ability Category: 2, Ability Name: Sand Rush 
At index: 925 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 927 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 928 Name: Crabominable, Ability Category: 2, Ability Name: Iron Fist 
At index: 930 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 932 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 934 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 936 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 941 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 942 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 944 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 947 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 949 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 950 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 952 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 953 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 954 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 956 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 957 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 960 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 961 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 962 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 965 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 968 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 969 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 970 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 972 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 974 Name: Zacian, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 975 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 978 Name: Basculegion, Ability Category: 2, Ability Name: Swift Swim 
At index: 980 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 982 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 983 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 985 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 986 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 987 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 993 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 995 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 998 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 999 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 1000 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1001 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1002 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1005 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1006 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 1010 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1011 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 1012 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1013 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 1014 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1015 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1019 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1022 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1030 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1031 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 1033 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1035 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1036 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1037 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1040 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1042 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1043 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1044 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1045 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1046 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1049 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1051 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1053 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1058 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1059 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 1060 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1063 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1064 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1065 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 1069 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1070 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1075 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1076 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1082 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1083 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 1087 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1091 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 1093 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1094 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 1098 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1099 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1100 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1104 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1106 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 1107 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 1110 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1111 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1112 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 1113 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 1117 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 1118 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1119 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 1122 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1123 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 1125 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 1126 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1128 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 1129 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 1132 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 1133 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
